RXNORM_id	name	moa	parents	pe
1657875	norepinephrine, DL-	Adrenergic alpha-Agonists|Adrenergic beta1-Agonists	N [Preparations]	Arterial Vasoconstriction|Positive Chronotropy|Positive Inotropy
235355	thiamine hydrochloride	Enzyme Interactions	T [Preparations]	Cellular Activity Alteration
38041	thiamine disulfide	Enzyme Interactions	T [Preparations]	Cellular Activity Alteration
10454	thiamine	Enzyme Interactions	T [Preparations]	Cellular Activity Alteration
10456	thiamine mononitrate	Enzyme Interactions	T [Preparations]	Cellular Activity Alteration
10459	thiamine pyrophosphate	Enzyme Interactions	T [Preparations]	Cellular Activity Alteration
736680	dronedarone hydrochloride	Unknown Cellular or Molecular Interaction	D [Preparations]	
282416	thiopental sodium	Unknown Cellular or Molecular Interaction	T [Preparations]	Decreased Cerebellum Organized Electrical Activity|Decreased Medullary Respiratory Drive|Decreased Striated Muscle Organized Electrical Activity|Decreased Sensory-Somatic Nervous System Organized Electrical Activity
10493	thiopental	Unknown Cellular or Molecular Interaction	T [Preparations]	Decreased Cerebellum Organized Electrical Activity|Decreased Medullary Respiratory Drive|Decreased Striated Muscle Organized Electrical Activity|Decreased Sensory-Somatic Nervous System Organized Electrical Activity
1535922	ramucirumab	VEGFR2 Inhibitors	R [Preparations]|Vascular Endothelial Growth Factor Receptor 2 Antagonist	Vascular Growth Decrease
4488	floxuridine	Nucleic Acid Synthesis Inhibitors	Antimetabolite|F [Preparations]	Decreased DNA Integrity|Decreased RNA Integrity
237148	bismuth-formic-iodide	Acid-Base Activity	B [Preparations]	Digestive/GI System Activity Alteration
235954	bismuth hydroxide	Acid-Base Activity	B [Preparations]	Digestive/GI System Activity Alteration
1599	bismuth	Acid-Base Activity	B [Preparations]	Digestive/GI System Activity Alteration
47181	bismuth subcitrate	Acid-Base Activity	B [Preparations]	Digestive/GI System Activity Alteration
19476	bismuth subgallate	Acid-Base Activity	B [Preparations]	Digestive/GI System Activity Alteration
19475	bismuth subcarbonate	Acid-Base Activity	B [Preparations]	Digestive/GI System Activity Alteration
19477	bismuth subnitrate	Acid-Base Activity	B [Preparations]	Digestive/GI System Activity Alteration
89821	witch hazel	Unknown Cellular or Molecular Interaction	W [Preparations]	Astringent Activity
57555	pramoxine hydrochloride	Unknown Cellular or Molecular Interaction	P [Preparations]	Decreased Sensory-Somatic Nervous System Organized Electrical Activity
34347	pramoxine	Unknown Cellular or Molecular Interaction	P [Preparations]	Decreased Sensory-Somatic Nervous System Organized Electrical Activity
236632	pantoprazole (as pantoprazole sodium sesquihydrate)	Proton Pump Inhibitors	P [Preparations]	Inhibition Gastric Acid Secretion
253191	pantoprazole sodium	Proton Pump Inhibitors	P [Preparations]	Inhibition Gastric Acid Secretion
40790	pantoprazole	Proton Pump Inhibitors	Proton Pump Inhibitor|P [Preparations]	Inhibition Gastric Acid Secretion
203841	buprenorphine hydrochloride	Opioid Antagonists|Competitive Opioid Antagonists|Partial Opioid Agonists	B [Preparations]	Decreased Organized Electrical Activity
1819	buprenorphine	Opioid Antagonists|Competitive Opioid Antagonists|Partial Opioid Agonists	Partial Opioid Agonist|B [Preparations]	Decreased Organized Electrical Activity
2197878	pitolisant	Histamine H3 Receptor Antagonists	P [Preparations]	Decreased Central Nervous System Histamine Activity
2197879	pitolisant hydrochloride	Histamine H3 Receptor Antagonists	P [Preparations]	Decreased Central Nervous System Histamine Activity
641465	armodafinil	Dopamine Agonists	A [Preparations]	Increased Sympathetic Activity
1606274	dinutuximab	Immunologic Factor Interactions|Glycolipid Disialoganglioside-directed Antibody Interactions	D [Preparations]|Glycolipid Disialoganglioside-directed Antibody	Increased Immunologic Activity|Increased Cellular Death
2474039	naxitamab	Antibody-Surface Glycolipid Interactions|Glycolipid Disialoganglioside-directed Antibody Interactions	N [Preparations]|Glycolipid Disialoganglioside-directed Antibody	
1745099	ixekizumab	Interleukin-17A Antagonists	I [Preparations]|Interleukin-17A Antagonist	
1872251	brodalumab	Interleukin 17 Receptor A Antagonists|Interleukin 17 Receptor A Interactions	B [Preparations]|Interleukin-17 Receptor A Antagonist	
1299898	calcipotriene hydrate	Enzyme Interactions	C [Preparations]	Increased Vitamin Uptake and Modification
4182	etretinate	Unknown Cellular or Molecular Interaction	E [Preparations]	Decreased Skin Keratinization
356988	efalizumab	CD11a-directed Antibody Interactions|Antibody-Receptor Interactions	E [Preparations]	Decreased Adhesion Factor Activity
318340	Aloe vera preparation	Unknown Cellular or Molecular Interaction	A [Preparations]	Decreased Histamine Activity|Increased Large Intestinal Motility
299635	alefacept	CD2-directed Antibody Interactions|Unknown Cellular or Molecular Interaction	A [Preparations]	Immunologic Activity Alteration
237112	mycophenolate mofetil hydrochloride	Enzyme Inhibitors|Nucleic Acid Synthesis Inhibitors	M [Preparations]	Decreased Immunologically Active Molecule Activity|Decreased Lymphocyte Cell Production|Decreased Immunologic Activity
2669	cod liver oil		C [Preparations]	Bone Resorption Inhibition|Cellular Activity Alteration|Decreased Distal Tubule PO4-- Excretion|Decreased PTH Secretion|Decreased Renal Ca++ Excretion|Decreased Proximal Tubule PO4-- Excretion|Stimulation Small Intestine Fluid/Electrolyte Absorption
1894	calcitriol	Enzyme Interactions|Structural Macromolecules	Vitamin D3 Analog|C [Preparations]	Bone Resorption Inhibition|Decreased Distal Tubule PO4-- Excretion|Decreased PTH Secretion|Decreased Renal Ca++ Excretion|Decreased Proximal Tubule PO4-- Excretion|Stimulation Small Intestine Fluid/Electrolyte Absorption
68149	mycophenolate mofetil	Enzyme Inhibitors|Nucleic Acid Synthesis Inhibitors	M [Preparations]	Decreased Immunologically Active Molecule Activity|Decreased Lymphocyte Cell Production|Decreased Immunologic Activity
38536	triacetyldithranol	Nucleic Acid Synthesis Inhibitors	T [Preparations]	Decreased DNA Replication|Decreased Mitosis|Decreased Protein Synthesis
873	anthralin	Nucleic Acid Synthesis Inhibitors	A [Preparations]	Decreased DNA Replication|Decreased Mitosis|Decreased Protein Synthesis
1423458	24-homo-1,25-dihydroxyvitamin D3	Enzyme Interactions|Structural Macromolecules	H [Preparations]	Bone Resorption Inhibition|Decreased Distal Tubule PO4-- Excretion|Decreased PTH Secretion|Decreased Renal Ca++ Excretion|Decreased Proximal Tubule PO4-- Excretion|Stimulation Small Intestine Fluid/Electrolyte Absorption
29365	calcipotriene	Enzyme Interactions	Vitamin D Analog|C [Preparations]	Increased Vitamin Uptake and Modification
10844	trioxsalen	Photoabsorption	T [Preparations]	Decreased DNA Integrity
16818	acitretin	Interleukin 6 Receptor Antagonists|Unknown Cellular or Molecular Interaction	Retinoid|A [Preparations]	Decreased Epithelial Proliferation|Decreased Immunologically Active Molecule Activity|Keratin Alteration
2610418	spesolimab-sbzo	Antibody Interactions	S [Preparations]	
7145	mycophenolic acid	Nucleic Acid Synthesis Inhibitors	Antimetabolite Immunosuppressant|M [Preparations]	Decreased Immunologically Active Molecule Activity|Decreased Lymphocyte Cell Production|Decreased Immunologic Activity
2610417	spesolimab	Antibody Interactions|Interleukin-36 Receptor Antagonists	S [Preparations]|Interleukin-36 Receptor Antagonist	
2166132	risankizumab-rzaa	Interleukin-23 Antagonists	R [Preparations]	Decreased Cytokine Activity
2166040	risankizumab	Interleukin-23 Antagonists	R [Preparations]|Interleukin-23 Antagonist	Decreased Cytokine Activity
2053449	tildrakizumab-asmn	Interleukin-23 Antagonists	T [Preparations]	Decreased Cytokine Activity
2053436	tildrakizumab	Interleukin-23 Antagonists	T [Preparations]|Interleukin-23 Antagonist	Decreased Cytokine Activity
2602286	tapinarof	Aryl Hydrocarbon Receptor Agonists	T [Preparations]|Aryl Hydrocarbon Receptor Agonist	Increased Immunologic Activity
1928588	guselkumab	Antibody-Receptor Interactions|Interleukin-23 Antagonists	G [Preparations]|Interleukin-23 Antagonist	
134933	omoconazole mononitrate		O [Preparations]	
32411	omoconazole		O [Preparations]	
1546207	argatroban anhydrous	Antithrombins|Thrombin Inhibitors	Anti-coagulant|Direct Thrombin Inhibitor|A [Preparations]	Decreased Coagulation Factor Activity|Decreased Platelet Aggregation
2055929	fostamatinib disodium	Tyrosine Kinase Inhibitors|Adenosine Receptor Antagonists	F [Preparations]	Vasodilation
2044896	fostamatinib	Tyrosine Kinase Inhibitors|Adenosine Receptor Antagonists	F [Preparations]	Vasodilation
3251	desmopressin	Pituitary Hormone Receptor Agonists	Factor VIII Activator|Vasopressin Analog|D [Preparations]	Increased Coagulation Factor VIII Activity|Increased Coagulation Factor VIII Concentration|Increased Collecting Duct Water Permeability|Increased Coagulation Factor Concentration
42634	desmopressin acetate	Pituitary Hormone Receptor Agonists	D [Preparations]	Increased Coagulation Factor VIII Concentration|Increased Coagulation Factor VIII Activity|Increased Collecting Duct Water Permeability|Increased Coagulation Factor Concentration
15202	argatroban	Antithrombins|Thrombin Inhibitors	Anti-coagulant|Direct Thrombin Inhibitor|A [Preparations]	Decreased Coagulation Factor Activity|Decreased Platelet Aggregation
2045727	avatrombopag maleate	Thrombopoietin Receptor Agonists|ATP-Binding Cassette (ABC) Transporter Interactions	A [Preparations]	Increased Platelet Production|Increased Megakaryocte Cell Production
2054984	lusutrombopag	Thrombopoietin Receptor Agonists	L [Preparations]	Increased Platelet Production|Increased Megakaryocyte Maturation|Increased Megakaryocte Cell Production
2045726	avatrombopag	Thrombopoietin Receptor Agonists|ATP-Binding Cassette (ABC) Transporter Interactions	A [Preparations]	Increased Platelet Production|Increased Megakaryocte Cell Production
2121777	brexanolone	GABA A Modulators|GABA A Receptor Positive Modulators	B [Preparations]|Neuroactive Steroid Gamma-Aminobutyric Acid A Receptor Positive Modulator	Increased Central Nervous System GABA Activity
288262	cinoxate	Physiochemical Activity	C [Preparations]	Sunscreening Activity
45045	avobenzone	Physiochemical Activity	A [Preparations]	Sunscreening Activity
11246	vitamin A	Free Radical Scavenging Activity|Enzyme Interactions	Vitamin A|V [Preparations]	Cellular Activity Alteration
32673	oxybenzone	Physiochemical Activity	O [Preparations]	Sunscreening Activity
32786	padimate-O	Physiochemical Activity	P [Preparations]	Sunscreening Activity
35400	retinol acetate	Free Radical Scavenging Activity|Enzyme Interactions	R [Preparations]	Cellular Activity Alteration
35406	vitamin A palmitate	Free Radical Scavenging Activity|Enzyme Interactions	V [Preparations]	Cellular Activity Alteration
1813433	vitamin A myristate	Free Radical Scavenging Activity|Enzyme Interactions	V [Preparations]	Cellular Activity Alteration
74	4-aminobenzoic acid	Physiochemical Activity	Vitamin B Complex Member|A [Preparations]	Sunscreening Activity
10402	dronabinol	Cannabinoid Receptor Agonists	Cannabinoid|D [Preparations]	Decreased Endorphin Activity|Decreased Prostaglandin Production|Emesis Suppression
1300700	lorcaserin hydrochloride	Serotonin 2c Receptor Agonists	L [Preparations]	Appetite Suppression
1300701	lorcaserin	Serotonin 2c Receptor Agonists|Cytochrome P450 2D6 Inhibitors	Serotonin-2c Receptor Agonist|L [Preparations]	Appetite Suppression
297716	phendimetrazine hydrochloride	Monoamine Oxidase Inhibitors|Dopamine Uptake Inhibitors|Norepinephrine Uptake Inhibitors	P [Preparations]	Appetite Suppression|Increased Sympathetic Activity|Increased Cerebral Cortex Norepinephrine Activity|Increased Cerebral Cortex Dopamine Activity
203198	phenmetrazine hydrochloride	Monoamine Oxidase Inhibitors|Dopamine Uptake Inhibitors|Norepinephrine Uptake Inhibitors	P [Preparations]	Increased Cerebral Cortex Norepinephrine Activity|Increased Cerebral Cortex Dopamine Activity
155142	dexfenfluramine hydrochloride	Serotonin Agonists|Serotonin Uptake Inhibitors	D [Preparations]	Appetite Suppression|Decreased Serotonin Degradation|Increased Serotonin Activity
3268	dexfenfluramine	Serotonin Agonists|Serotonin Uptake Inhibitors	D [Preparations]	Appetite Suppression|Decreased Serotonin Degradation|Increased Serotonin Activity
221138	phentermine resin	Monoamine Oxidase Inhibitors|Dopamine Uptake Inhibitors|Norepinephrine Uptake Inhibitors	P [Preparations]	Appetite Suppression|Increased Sympathetic Activity|Increased Cerebral Cortex Dopamine Activity|Increased Cerebral Cortex Norepinephrine Activity
221160	sibutramine hydrochloride monohydrate	Norepinephrine Uptake Inhibitors	S [Preparations]	Increased Cerebral Cortex Norepinephrine Activity
3389	diethylpropion	Monoamine Oxidase Inhibitors|Dopamine Uptake Inhibitors|Norepinephrine Uptake Inhibitors	Sympathomimetic Amine Anorectic|D [Preparations]	Appetite Suppression|Increased Sympathetic Activity|Increased Cerebral Cortex Dopamine Activity|Increased Cerebral Cortex Norepinephrine Activity
142425	benzphetamine hydrochloride	Monoamine Oxidase Inhibitors|Norepinephrine Uptake Inhibitors|Adrenergic Receptor Interactions	B [Preparations]	Appetite Suppression|Increased Sympathetic Activity|Bronchodilation|Increased Norepinephrine Activity
1422	benzphetamine	Monoamine Oxidase Inhibitors|Norepinephrine Uptake Inhibitors|Adrenergic Receptor Interactions	Sympathomimetic Amine Anorectic|B [Preparations]	Appetite Suppression|Increased Sympathetic Activity|Bronchodilation|Increased Norepinephrine Activity
81998	diethylpropion hydrochloride	Monoamine Oxidase Inhibitors|Dopamine Uptake Inhibitors|Norepinephrine Uptake Inhibitors	D [Preparations]	Appetite Suppression|Increased Sympathetic Activity|Increased Cerebral Cortex Dopamine Activity|Increased Cerebral Cortex Norepinephrine Activity
82078	phentermine hydrochloride	Monoamine Oxidase Inhibitors|Dopamine Uptake Inhibitors|Norepinephrine Uptake Inhibitors	P [Preparations]	Appetite Suppression|Increased Sympathetic Activity|Increased Cerebral Cortex Dopamine Activity|Increased Cerebral Cortex Norepinephrine Activity
36514	sibutramine	Dopamine Uptake Inhibitors|Norepinephrine Uptake Inhibitors|Serotonin Uptake Inhibitors	S [Preparations]	Appetite Suppression|Increased Cerebral Cortex Norepinephrine Activity
37925	orlistat	Lipase Inhibitors	Intestinal Lipase Inhibitor|O [Preparations]	Inhibition Fat Digestion
1294535	sibutramine hydrochloride	Norepinephrine Uptake Inhibitors|Dopamine Uptake Inhibitors|Serotonin Uptake Inhibitors	S [Preparations]	Appetite Suppression|Increased Cerebral Cortex Norepinephrine Activity
58157	phendimetrazine tartrate	Monoamine Oxidase Inhibitors|Norepinephrine Uptake Inhibitors|Dopamine Uptake Inhibitors	P [Preparations]	Appetite Suppression|Increased Sympathetic Activity|Increased Cerebral Cortex Dopamine Activity|Increased Cerebral Cortex Norepinephrine Activity
33272	phendimetrazine	Monoamine Oxidase Inhibitors|Norepinephrine Uptake Inhibitors|Dopamine Uptake Inhibitors	Sympathomimetic Amine Anorectic|P [Preparations]	Appetite Suppression|Increased Sympathetic Activity|Increased Cerebral Cortex Dopamine Activity|Increased Cerebral Cortex Norepinephrine Activity
8133	phenmetrazine	Monoamine Oxidase Inhibitors|Dopamine Uptake Inhibitors|Norepinephrine Uptake Inhibitors	P [Preparations]	Increased Cerebral Cortex Norepinephrine Activity|Increased Cerebral Cortex Dopamine Activity
8152	phentermine	Monoamine Oxidase Inhibitors|Norepinephrine Uptake Inhibitors|Dopamine Uptake Inhibitors	Sympathomimetic Amine Anorectic|P [Preparations]	Appetite Suppression|Increased Sympathetic Activity|Increased Cerebral Cortex Norepinephrine Activity|Increased Cerebral Cortex Dopamine Activity
1808546	lorcaserin hydrochloride anhydrous	Serotonin 2c Receptor Agonists	L [Preparations]	Appetite Suppression
1597623	lorcaserin hydrochloride hemihydrate	Serotonin 2c Receptor Agonists	L [Preparations]	Appetite Suppression
4919	glycine	Biological Macromolecular Activity	G [Preparations]	Glycine Activity Alteration|Metabolic Activity Alteration
